PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,alone,deck,has_deck,Surname,Title,n_fam,FamilyID,Family_Survival_Rate
863,Yes,First,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,Middle Age (46-60),0,0,17466,25.9292,D17,S,True,D,1,Swift,Mrs,0,-1,-1
864,No,Third,"Sage, Miss. Dorothy Edith ""Dolly""",female,Young Adults (19-30),8,2,CA. 2343,69.55,UNK,S,False,UNK,0,Sage,Miss,10,-1,-1
865,No,Second,"Gill, Mr. John William",male,Young Adults (19-30),0,0,233866,13.0,UNK,S,True,UNK,0,Gill,Mr,0,-1,-1
866,Yes,Second,"Bystrom, Mrs. (Karolina)",female,Adults (31-45),0,0,236852,13.0,UNK,S,True,UNK,0,Bystrom,Mrs,0,-1,-1
867,Yes,Second,"Duran y More, Miss. Asuncion",female,Young Adults (19-30),1,0,SC/PARIS 2149,13.8583,UNK,C,False,UNK,0,Duran y More,Miss,1,-1,-1
868,No,First,"Roebling, Mr. Washington Augustus II",male,Adults (31-45),0,0,PC 17590,50.4958,A24,S,True,A,1,Roebling,Mr,0,-1,-1
869,No,Third,"van Melkebeke, Mr. Philemon",male,Young Adults (19-30),0,0,345777,9.5,UNK,S,True,UNK,0,van Melkebeke,Mr,0,-1,-1
870,Yes,Third,"Johnson, Master. Harold Theodor",male,Infants (0-12),1,1,347742,11.1333,UNK,S,False,UNK,0,Johnson,Master,2,27,1
871,No,Third,"Balkic, Mr. Cerin",male,Young Adults (19-30),0,0,349248,7.8958,UNK,S,True,UNK,0,Balkic,Mr,0,-1,-1
872,Yes,First,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,Middle Age (46-60),1,1,11751,52.5542,D35,S,False,D,1,Beckwith,Mrs,2,-1,-1
873,No,First,"Carlsson, Mr. Frans Olof",male,Adults (31-45),0,0,695,5.0,B51 B53 B55,S,True,B,1,Carlsson,Mr,0,-1,-1
874,No,Third,"Vander Cruyssen, Mr. Victor",male,Middle Age (46-60),0,0,345765,9.0,UNK,S,True,UNK,0,Vander Cruyssen,Mr,0,-1,-1
875,Yes,Second,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,Young Adults (19-30),1,0,P/PP 3381,24.0,UNK,C,False,UNK,0,Abelson,Mrs,1,0,0
876,Yes,Third,"Najib, Miss. Adele Kiamie ""Jane""",female,Teens (13-18),0,0,2667,7.225,UNK,C,True,UNK,0,Najib,Miss,0,-1,-1
877,No,Third,"Gustafsson, Mr. Alfred Ossian",male,Young Adults (19-30),0,0,7534,9.8458,UNK,S,True,UNK,0,Gustafsson,Mr,0,-1,-1
878,No,Third,"Petroff, Mr. Nedelio",male,Young Adults (19-30),0,0,349212,7.8958,UNK,S,True,UNK,0,Petroff,Mr,0,-1,-1
879,No,Third,"Laleff, Mr. Kristo",male,Young Adults (19-30),0,0,349217,7.8958,UNK,S,True,UNK,0,Laleff,Mr,0,-1,-1
880,Yes,First,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,Middle Age (46-60),0,1,11767,83.1583,C50,C,False,C,1,Potter,Mrs,1,-1,-1
881,Yes,Second,"Shelley, Mrs. William (Imanita Parrish Hall)",female,Young Adults (19-30),0,1,230433,26.0,UNK,S,False,UNK,0,Shelley,Mrs,1,-1,-1
882,No,Third,"Markun, Mr. Johann",male,Adults (31-45),0,0,349257,7.8958,UNK,S,True,UNK,0,Markun,Mr,0,-1,-1
883,No,Third,"Dahlberg, Miss. Gerda Ulrika",female,Young Adults (19-30),0,0,7552,10.5167,UNK,S,True,UNK,0,Dahlberg,Miss,0,-1,-1
884,No,Second,"Banfield, Mr. Frederick James",male,Young Adults (19-30),0,0,C.A./SOTON 34068,10.5,UNK,S,True,UNK,0,Banfield,Mr,0,-1,-1
885,No,Third,"Sutehall, Mr. Henry Jr",male,Young Adults (19-30),0,0,SOTON/OQ 392076,7.05,UNK,S,True,UNK,0,Sutehall,Mr,0,-1,-1
886,No,Third,"Rice, Mrs. William (Margaret Norton)",female,Adults (31-45),0,5,382652,29.125,UNK,Q,False,UNK,0,Rice,Mrs,5,-1,-1
887,No,Second,"Montvila, Rev. Juozas",male,Young Adults (19-30),0,0,211536,13.0,UNK,S,True,UNK,0,Montvila,Rev,0,-1,-1
888,Yes,First,"Graham, Miss. Margaret Edith",female,Young Adults (19-30),0,0,112053,30.0,B42,S,True,B,1,Graham,Miss,0,-1,-1
889,No,Third,"Johnston, Miss. Catherine Helen ""Carrie""",female,Young Adults (19-30),1,2,W./C. 6607,23.45,UNK,S,False,UNK,0,Johnston,Miss,3,-1,-1
890,Yes,First,"Behr, Mr. Karl Howell",male,Young Adults (19-30),0,0,111369,30.0,C148,C,True,C,1,Behr,Mr,0,-1,-1
891,No,Third,"Dooley, Mr. Patrick",male,Adults (31-45),0,0,370376,7.75,UNK,Q,True,UNK,0,Dooley,Mr,0,-1,-1
